WITTCASE NUMBER: HA002127
SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  FA     	  FA'		  RV     	  RV'		
 -0.20   	  -5.09		 53.02   	-1119.02		
 -0.22   	   0.00		 48.55   	-1047.81		
 -0.22   	   5.09		 44.35   	-925.73		
 -0.20   	   0.00		 40.65   	-834.18		
 -0.20   	   0.00		 37.31   	-783.31		
 -0.20   	  -5.09		 34.18   	-768.05		
 -0.22   	   0.00		 31.11   	-717.19		
 -0.22   	   5.09		 28.24   	-615.46		
 -0.20   	   0.00		 25.78   	-523.90		
 -0.20   	  -5.09		 23.68   	-473.04		
 -0.22   	   5.09		 21.79   	-437.43		
 -0.20   	   0.00		 20.04   	-396.74		
 -0.20   	   0.00		 18.45   	-396.74		
 -0.20   	  -5.09		 16.87   	-406.92		
 -0.22   	   0.00		 15.24   	-371.31		
 -0.22   	   0.00		 13.75   	-325.53		
 -0.22   	   5.09		 12.45   	-295.01		
 -0.20   	  -5.09		 11.27   	-289.93		
 -0.22   	   0.00		 10.11   	-279.75		
 -0.22   	   5.09		  8.99   	-228.89		
 -0.20   	   0.00		  8.08   	-157.68		
 -0.20   	  -5.09		  7.45   	-106.82		
 -0.22   	   0.00		  7.02   	 -71.21		
 -0.22   	   0.00		  6.73   	 -61.04		
 -0.22   	   5.09		  6.49   	 -35.61		
 -0.20   	  -5.09		  6.35   	  10.17		
 -0.22   	   0.00		  6.39   	  50.86		
 -0.22   	   5.09		  6.59   	  76.30		
 -0.20   	   0.00		  6.90   	  76.30		
 -0.20   	   0.00		  7.20   	  66.12		
 -0.20   	  -5.09		  7.47   	  35.61		
 -0.22   	   0.00		  7.61   	  10.17		
 -0.22   	   5.09		  7.65   	 -15.26		
 -0.20   	   0.00		  7.59   	 -40.69		
 -0.20   	   0.00		  7.43   	 -40.69		
 -0.20   	  -5.09		  7.26   	 -55.95		
 -0.22   	   5.09		  7.04   	 -76.30		
 -0.20   	   5.09		  6.73   	 -71.21		
 -0.18   	  -5.09		  6.45   	 -45.78		
 -0.20   	  -5.09		  6.27(D)	   5.09		
 -0.22   	   5.09		  6.29   	  66.12		
 -0.20   	   0.00		  6.55   	 111.90		
 -0.20   	   0.00		  7.00   	 137.33		
 -0.20   	   0.00		  7.55   	 142.42		
 -0.20   	  -5.09		  8.12   	 152.59		
 -0.22   	   5.09		  8.73   	 152.59		
 -0.20   	   0.00		  9.34   	 147.51		
 -0.20   	  -5.09		  9.93   	 127.16		
 -0.22   	   5.09		 10.44   	  96.64		
 -0.20   	   5.09		 10.82   	  61.04		
 -0.18   	  -5.09		 11.07   	  35.61		
 -0.20   	   0.00		 11.21   	  15.26		
 -0.20   	   0.00		 11.27   	   0.00		
 -0.20   	   5.09		 11.27   	 -25.43		
 -0.18   	   0.00		 11.17   	 -50.86		
 -0.18   	 -10.17		 10.97   	 -45.78		
 -0.22   	   0.00		 10.78   	 -35.61		
 -0.22   	   5.09		 10.64   	 -15.26		
 -0.20   	   0.00		 10.58   	   0.00		
 -0.20   	  -5.09		 10.58(E)	  35.61		
 -0.22   	   0.00		 10.72   	  81.38		
 -0.22   	   5.09		 11.05   	 122.07		
 -0.20   	   0.00		 11.54   	 152.59		
 -0.20   	   0.00		 12.15   	 178.03		
 -0.20   	   0.00		 12.86   	 193.29		
 -0.20   	   0.00		 13.63   	 193.29		
 -0.20   	   0.00		 14.40   	 198.37		
 -0.20   	   0.00		 15.20   	 208.54		
 -0.20   	   0.00		 16.03   	 269.58		
 -0.20   	   0.00		 17.11   	 330.62		
 -0.20   	   0.00		 18.43   	 223.80		
 -0.20   	  -5.09		 19.33   	  81.38		
 -0.22   	   0.00		 19.65   	   5.09		
 -0.22   	   5.09		 19.67   	  61.04		
 -0.20   	   0.00		 19.92   	 233.98		
 -0.20   	   0.00		 20.85   	 396.74		
 -0.20   	  -5.09		 22.44   	 523.90		
 -0.22   	   5.09		 24.54   	 656.15		
 -0.20   	   0.00		 27.16   	 773.14		
 -0.20   	   0.00		 30.25   	 839.26		
 -0.20   	   0.00		 33.61   	 854.52		
 -0.20   	   0.00		 37.03   	 818.92		
 -0.20   	   5.09		 40.31   	 747.71		
 -0.18   	  -5.09		 43.30   	 645.98		
 -0.20   	  -5.09		 45.88   	 513.73		
 -0.22   	   5.09		 47.93   	 376.40		
 -0.20   	   5.09		 49.44   	 249.24		
 -0.18   	  -5.09		 50.44   	 152.59		
 -0.20   	   0.00		 51.05   	 101.73		
 -0.20   	   0.00		 51.45   	  91.56		
 -0.20   	   0.00		 51.82   	 116.99		
 -0.20   	   0.00		 52.29   	 167.85		
 -0.20   	   0.00		 52.96   	 233.98		
 -0.20   	   0.00		 53.90   	 295.01		
 -0.20   	   0.00		 55.08   	 473.04		
 -0.20   	  -5.09		 56.97   	 508.65		
 -0.22   	   5.09		 59.00   	 508.65		
 -0.20   	   0.00		 61.04   	 488.30		
 -0.20   	  -5.09		 62.99   	 457.78		
 -0.22   	   0.00		 64.82   	 386.57		
 -0.22   	   0.00		 66.37   	 289.93		
 -0.22   	   5.09		 67.53   	 208.54		
 -0.20   	   0.00		 68.36   	 188.20		
 -0.20   	   0.00		 69.11   	 198.37		
 -0.20   	   0.00		 69.91   	 193.29		
 -0.20   	   5.09		 70.68   	 193.29		
 -0.18   	   0.00		 71.45   	 223.80		
 -0.18   	  -5.09		 72.35   	 295.01		
 -0.20   	   0.00		 73.53   	 366.22		
 -0.20   	   0.00		 74.99   	 417.09		
 -0.20   	   5.09		 76.66   	 447.61		
 -0.18   	  -5.09		 78.45   	 462.87		
 -0.20   	  -5.09		 80.30   	 452.69		
 -0.22   	   5.09		 82.12   	 417.09		
 -0.20   	   5.09		 83.78   	 350.97		
 -0.18   	  -5.09		 85.19   	 274.67		
 -0.20   	   0.00		 86.29   	 203.46		
 -0.20   	   5.09		 87.10   	 116.99		
 -0.18   	   0.00		 87.57   	  35.61		
 -0.18   	   0.00		 87.71(S)	 -10.17		
 -0.18   	  -5.09		 87.67   	  -5.09		
 -0.20   	   0.00		 87.65   	  10.17		
 -0.20   	   0.00		 87.69   	 -30.52		
 -0.20   	   0.00		 87.57   	 -55.95		
 -0.20   	   0.00		 87.34   	 -66.12		
 -0.20   	   0.00		 87.08   	 -76.30		
 -0.20   	   0.00		 86.77   	 -55.95		
 -0.20   	   0.00		 86.55   	 -25.43		
 -0.20   	   0.00		 86.45   	  -5.09		
 -0.20   	   0.00		 86.43   	 -35.61		
 -0.20   	   5.09		 86.29   	 -81.38		
 -0.18   	   0.00		 85.96   	-132.25		
 -0.18   	   0.00		 85.43   	-152.59		
 -0.18   	  -5.09		 84.82   	-152.59		
 -0.20   	   5.09		 84.21   	-198.37		
 -0.18   	   5.09		 83.42   	-279.75		
 -0.16   	  -5.09		 82.30   	-340.79		
 -0.18   	  -5.09		 80.94   	-366.22		
 -0.20   	   5.09		 79.47   	-371.31		
 -0.18   	   0.00		 77.99   	-371.31		
 -0.18   	  -5.09		 76.50   	-401.83		
 -0.20   	  -5.09		 74.89   	-467.95		
 -0.22   	   5.09		 73.02   	-544.25		
 -0.20   	   5.09		 70.84   	-564.60		
 -0.18   	   0.00		 68.59   	-508.65		
 -0.18   	  -5.09		 66.55   	-518.82		
 -0.20   	   0.00		 64.48   	-727.36		
 -0.20   	   5.09		 61.57   	-1007.12		
 -0.18   	   0.00		 57.54   	-1139.36		
 -0.18   	  -5.09		 52.98   	-1113.93		
 -0.20   	   0.00		 48.52   	-1022.38		
 -0.20   	   5.09		 44.44   	-946.08		
 -0.18   	   0.00		 40.65   	-874.87		
 -0.18   	  -5.09		 37.15   	-798.57		
 -0.20   	   0.00		 33.96   	-707.02		
 -0.20   	   5.09		 31.13   	-605.29		
 -0.18   	   0.00		 28.71   	-518.82		
 -0.18   	  -5.09		 26.63   	-473.04		
 -0.20   	   0.00		 24.74   	-452.69		
 -0.20   	   5.09		 22.93   	-427.26		
 -0.18   	   0.00		 21.22   	-386.57		
 -0.18   	  -5.09		 19.67   	-350.97		
 -0.20   	   0.00		 18.27   	-356.05		
 -0.20   	   0.00		 16.85   	-386.57		
 -0.20   	   5.09		 15.30   	-381.48		
 -0.18   	   0.00		 13.77   	-330.62		
 -0.18   	  -5.09		 12.45   	-259.41		
 -0.20   	   0.00		 11.41   	-218.72		
 -0.20   	   5.09		 10.54   	-203.46		
 -0.18   	   0.00		  9.73   	-172.94		
 -0.18   	  -5.09		  9.03   	-137.33		
 -0.20   	   0.00		  8.48   	 -86.47		
 -0.20   	   5.09		  8.14   	 -50.86		
 -0.18   	   0.00		  7.93   	 -25.43		
 -0.18   	   0.00		  7.83   	   5.09		
 -0.18   	   0.00		  7.85   	  20.35		
 -0.18   	   0.00		  7.93   	  35.61		
 -0.18   	   0.00		  8.08   	  35.61		
 -0.18   	  -5.09		  8.22   	  55.95		
 -0.20   	   0.00		  8.44   	  66.12		
 -0.20   	   5.09		  8.71   	  35.61		
 -0.18   	   0.00		  8.85   	 -20.35		
 -0.18   	   0.00		  8.77   	 -50.86		
 -0.18   	   0.00		  8.57   	 -76.30		
 -0.18   	   0.00		  8.26   	 -96.64		
 -0.18   	   0.00		  7.87   	-101.73		
 -0.18   	   0.00		  7.47   	 -61.04		
 -0.18   	   0.00		  7.22   	  -5.09		
 -0.18   	   0.00		  7.20(D)	  40.69		
 -0.18   	   0.00		  7.37   	  61.04		
 -0.18   	   0.00		  7.61   	  91.56		
 -0.18   	  -5.09		  7.98   	 132.25		
 -0.20   	   5.09		  8.50   	 172.94		
 -0.18   	   5.09		  9.20   	 193.29		
 -0.16   	  -5.09		  9.97   	 172.94		
 -0.18   	   0.00		 10.66   	 122.07		
 -0.18   	   0.00		 11.15   	  61.04		
 -0.18   	   0.00		 11.39   	  10.17		
 -0.18   	   0.00		 11.43   	   0.00		
 -0.18   	   0.00		 11.43   	  10.17		
 -0.18   	   0.00		 11.48   	  15.26		
 -0.18   	   0.00		 11.54   	  10.17		
 -0.18   	   0.00		 11.58   	   0.00		
 -0.18   	   0.00		 11.58   	  -5.09		
 -0.18   	   0.00		 11.56   	  -5.09		
 -0.18   	   0.00		 11.54   	   5.09		
 -0.18   	   0.00		 11.56(E)	   5.09		
 -0.18   	   0.00		 11.58   	  35.61		
 -0.18   	  -5.09		 11.72   	  71.21		
 -0.20   	   5.09		 12.00   	 137.33		
 -0.18   	   0.00		 12.55   	 203.46		
 -0.18   	   0.00		 13.37   	 244.15		
 -0.18   	   0.00		 14.34   	 228.89		
 -0.18   	   0.00		 15.26   	 167.85		
 -0.18   	   0.00		 15.93   	 106.82		
 -0.18   	   0.00		 16.36   	  66.12		
 -0.18   	   0.00		 16.62   	  50.86		
 -0.18   	   0.00		 16.83   	  91.56		
 -0.18   	   0.00		 17.19   	  76.30		
 -0.18   	  -5.09		 17.50   	  76.30		
 -0.20   	   5.09		 17.80   	 137.33		
 -0.18   	   0.00		 18.35   	 254.32		
 -0.18   	   0.00		 19.37   	 396.74		
 -0.18   	  -5.09		 20.96   	 528.99		
 -0.20   	   5.09		 23.07   	 635.81		
 -0.18   	   0.00		 25.62   	 722.28		
 -0.18   	   0.00		 28.50   	 788.40		
 -0.18   	   0.00		 31.66   	 824.00		
 -0.18   	   0.00		 34.95   	 808.75		
 -0.18   	   5.09		 38.19   	 747.71		
 -0.16   	  -5.09		 41.18   	 661.24		
 -0.18   	   0.00		 43.82   	 600.20		
 -0.18   	   0.00		 46.23   	 539.16		
 -0.18   	   0.00		 48.38   	 473.04		
 -0.18   	   0.00		 50.27   	 401.83		
 -0.18   	  -5.09		 51.88   	 320.45		
 -0.20   	   0.00		 53.16   	 244.15		
 -0.20   	   5.09		 54.14   	 188.20		
 -0.18   	   5.09		 54.89   	 162.77		
 -0.16   	  -5.09		 55.54   	 178.03		
 -0.18   	   0.00		 56.26   	 218.72		
 -0.18   	   0.00		 57.13   	 279.75		
 -0.18   	   0.00		 58.25   	 406.92		
 -0.18   	   0.00		 59.88   	 427.26		
 -0.18   	   0.00		 61.59   	 442.52		
 -0.18   	   0.00		 63.36   	 442.52		
 -0.18   	  -5.09		 65.13   	 427.26		
 -0.20   	   0.00		 66.84   	 401.83		
 -0.20   	   5.09		 68.44   	 376.40		
 -0.18   	   0.00		 69.95   	 340.79		
 -0.18   	  -5.09		 71.31   	 320.45		
 -0.20   	   0.00		 72.59   	 305.19		
 -0.20   	   0.00		 73.81   	 300.10		
 -0.20   	   5.09		 75.01   	 300.10		
 -0.18   	   5.09		 76.22   	 305.19		
 -0.16   	  -5.09		 77.44   	 310.27		
 -0.18   	   0.00		 78.68   	 315.36		
 -0.18   	   5.09		 79.94   	 315.36		
 -0.16   	   0.00		 81.20   	 315.36		
 -0.16   	   0.00		 82.46   	 310.27		
 -0.16   	  -5.09		 83.70   	 305.19		
 -0.18   	   0.00		 84.92   	 289.93		
 -0.18   	   5.09		 86.08   	 274.67		
 -0.16   	  -5.09		 87.18   	 259.41		
 -0.18   	   0.00		 88.22   	 233.98		
 -0.18   	   0.00		 89.16   	 203.46		
 -0.18   	   5.09		 89.97   	 152.59		
 -0.16   	  -5.09		 90.58   	  96.64		
 -0.18   	   0.00		 90.97   	  45.78		
 -0.18   	   0.00		 91.15(S)	  -5.09		
 -0.18   	   5.09		 91.13   	 -20.35		
 -0.16   	   0.00		 91.05   	 -15.26		
 -0.16   	  -5.09		 90.99   	 -35.61		
 -0.18   	   0.00		 90.84   	 -55.95		
 -0.18   	   0.00		 90.62   	 -81.38		
 -0.18   	   0.00		 90.29   	 -86.47		
 -0.18   	   0.00		 89.95   	 -86.47		
 -0.18   	   0.00		 89.60   	 -66.12		
 -0.18   	   0.00		 89.34   	 -61.04		
 -0.18   	   0.00		 89.09   	 -81.38		
 -0.18   	   0.00		 88.77   	-132.25		
 -0.18   	   0.00		 88.24   	-198.37		
 -0.18   	   5.09		 87.45   	-259.41		
 -0.16   	   0.00		 86.41   	-315.36		
 -0.16   	  -5.09		 85.15   	-330.62		
 -0.18   	   0.00		 83.82   	-340.79		
 -0.18   	   5.09		 82.46   	-381.48		
 -0.16   	   0.00		 80.94   	-457.78		
 -0.16   	   0.00		 79.10   	-508.65		
 -0.16   	  -5.09		 77.07   	-467.95		
 -0.18   	   0.00		 75.20   	-396.74		
 -0.18   	   5.09		 73.61   	-391.66		
 -0.16   	  -5.09		 72.04   	-427.26		
 -0.18   	   0.00		 70.34   	-483.21		
 -0.18   	   0.00		 68.40   	-605.29		
 -0.18   	   5.09		 65.98   	-818.92		
 -0.16   	   0.00		 62.71   	-1032.55		
 -0.16   	  -5.09		 58.58   	-1144.45		
 -0.18   	   0.00		 54.00   	-1129.19		
 -0.18   	   5.09		 49.48   	-1068.15		
 -0.16   	   0.00		 45.21   	-981.68		
 -0.16   	  -5.09		 41.28   	-895.22		
 -0.18   	   5.09		 37.70   	-793.49		
 -0.16   	   0.00		 34.53   	-676.50		
 -0.16   	  -5.09		 31.82   	-579.86		
 -0.18   	   0.00		 29.50   	-523.90		
 -0.18   	   0.00		 27.41   	-483.21		
 -0.18   	   5.09		 25.47   	-452.69		
 -0.16   	   0.00		 23.66   	-417.09		
 -0.16   	   0.00		 21.99   	-396.74		
 -0.16   	  -5.09		 20.41   	-391.66		
 -0.18   	   0.00		 18.84   	-376.40		
 -0.18   	   5.09		 17.33   	-330.62		
 -0.16   	   0.00		 16.01   	-310.27		
 -0.16   	  -5.09		 14.77   	-305.19		
 -0.18   	   5.09		 13.55   	-279.75		
 -0.16   	   0.00		 12.43   	-233.98		
 -0.16   	  -5.09		 11.50   	-188.20		
 -0.18   	   0.00		 10.74   	-152.59		
 -0.18   	   0.00		 10.13   	-101.73		
 -0.18   	   5.09		  9.73   	 -50.86		
 -0.16   	   0.00		  9.52   	 -10.17		
 -0.16   	  -5.09		  9.48(D)	  20.35		
 -0.18   	   0.00		  9.56   	  55.95		
 -0.18   	   5.09		  9.79   	  76.30		
 -0.16   	   0.00		 10.09   	  81.38		
 -0.16   	   0.00		 10.42   	  55.95		
 -0.16   	   0.00		 10.64   	  20.35		
 -0.16   	   0.00		 10.72   	 -10.17		
 -0.16   	   0.00		 10.68   	 -35.61		
 -0.16   	   0.00		 10.54   	 -61.04		
 -0.16   	  -5.09		 10.29   	 -71.21		
 -0.18   	   5.09		 10.01   	 -50.86		
 -0.16   	   0.00		  9.81   	 -15.26		
 -0.16   	  -5.09		  9.75   	  20.35		
 -0.18   	   0.00		  9.83   	  40.69		
 -0.18   	   5.09		  9.99   	  40.69		
 -0.16   	   0.00		 10.15   	  20.35		
 -0.16   	  -5.09		 10.23   	  10.17		
 -0.18   	   0.00		 10.27   	  20.35		
 -0.18   	   5.09		 10.36   	  50.86		
 -0.16   	   0.00		 10.56   	  86.47		
 -0.16   	   0.00		 10.91   	  91.56		
 -0.16   	   0.00		 11.27   	  61.04		
 -0.16   	   0.00		 11.52   	  25.43		
 -0.16   	   0.00		 11.62   	  10.17		
 -0.16   	   0.00		 11.66   	  30.52		
 -0.16   	   0.00		 11.78   	  71.21		
 -0.16   	   0.00		 12.07   	  86.47		
 -0.16   	   0.00		 12.41   	  76.30		
 -0.16   	   0.00		 12.72   	  55.95		
 -0.16   	   0.00		 12.94   	  40.69		
 -0.16   	   0.00		 13.10   	  35.61		
 -0.16   	   0.00		 13.25   	  30.52		
 -0.16   	   0.00		 13.37   	  15.26		
 -0.16   	   0.00		 13.43   	   5.09		
 -0.16   	   0.00		 13.45   	  20.35		
 -0.16   	   0.00		 13.53   	  35.61		
 -0.16   	   0.00		 13.67(E)	  50.86		
 -0.16   	   0.00		 13.88   	  50.86		
 -0.16   	  -5.09		 14.08   	  61.04		
 -0.18   	   5.09		 14.32   	  81.38		
 -0.16   	   0.00		 14.65   	  96.64		
 -0.16   	   0.00		 15.04   	 116.99		
 -0.16   	   0.00		 15.50   	 137.33		
 -0.16   	   0.00		 16.05   	 274.67		
 -0.16   	   0.00		 17.15   	 320.45		
 -0.16   	   0.00		 18.43   	 406.92		
 -0.16   	   0.00		 20.06   	 483.21		
 -0.16   	   0.00		 21.99   	 452.69		
 -0.16   	   0.00		 23.80   	 412.00		
 -0.16   	   0.00		 25.45   	 473.04		
 -0.16   	   0.00		 27.34   	 595.11		
 -0.16   	   0.00		 29.73   	 661.24		
 -0.16   	   0.00		 32.37   	 681.58		
 -0.16   	  -5.09		 35.10   	 671.41		
 -0.18   	   5.09		 37.78   	 656.15		
 -0.16   	   5.09		 40.41   	 645.98		
 -0.14   	   0.00		 42.99   	 640.89		
 -0.14   	  -5.09		 45.55   	 610.37		
 -0.16   	   0.00		 48.00   	 554.42		
 -0.16   	   5.09		 50.21   	 488.30		
 -0.14   	   0.00		 52.17   	 427.26		
 -0.14   	  -5.09		 53.88   	 371.31		
 -0.16   	   0.00		 55.36   	 310.27		
 -0.16   	   0.00		 56.60   	 274.67		
 -0.16   	   5.09		 57.70   	 264.50		
 -0.14   	  -5.09		 58.76   	 284.84		
 -0.16   	   0.00		 59.90   	 305.19		
 -0.16   	   0.00		 61.12   	 330.62		
 -0.16   	   0.00		 62.44   	 386.57		
 -0.16   	   0.00		 63.99   	 366.22		
 -0.16   	   0.00		 65.45   	 356.05		
 -0.16   	   0.00		 66.88   	 350.97		
 -0.16   	   0.00		 68.28   	 340.79		
 -0.16   	   0.00		 69.64   	 315.36		
 -0.16   	   0.00		 70.91   	 300.10		
 -0.16   	   0.00		 72.11   	 295.01		
 -0.16   	   0.00		 73.29   	 300.10		
 -0.16   	  -5.09		 74.49   	 295.01		
 -0.18   	   5.09		 75.67   	 289.93		
 -0.16   	   0.00		 76.83   	 295.01		
 -0.16   	   0.00		 78.01   	 315.36		
 -0.16   	   0.00		 79.27   	 340.79		
 -0.16   	  -5.09		 80.63   	 356.05		
 -0.18   	   5.09		 82.05   	 366.22		
 -0.16   	   5.09		 83.52   	 345.88		
 -0.14   	  -5.09		 84.90   	 330.62		
 -0.16   	   0.00		 86.23   	 305.19		
 -0.16   	   5.09		 87.45   	 269.58		
 -0.14   	   0.00		 88.52   	 249.24		
 -0.14   	   0.00		 89.52   	 218.72		
 -0.14   	  -5.09		 90.40   	 188.20		
 -0.16   	   0.00		 91.15   	 183.11		
 -0.16   	   0.00		 91.88   	 157.68		
 -0.16   	   0.00		 92.51   	  81.38		
 -0.16   	  -5.09		 92.84   	  20.35		
 -0.18   	   5.09		 92.92   	   5.09		
 -0.16   	   0.00		 92.94(S)	 -20.35		
 -0.16   	   0.00		 92.86   	 -55.95		
 -0.16   	   0.00		 92.63   	 -61.04		
 -0.16   	   0.00		 92.39   	 -45.78		
 -0.16   	   0.00		 92.21   	 -45.78		
 -0.16   	   0.00		 92.02   	 -86.47		
 -0.16   	   0.00		 91.68   	-142.42		
 -0.16   	   0.00		 91.11   	-167.85		
 -0.16   	   5.09		 90.44   	-178.03		
 -0.14   	   0.00		 89.72   	-188.20		
 -0.14   	  -5.09		 88.97   	-178.03		
 -0.16   	   0.00		 88.26   	-193.29		
 -0.16   	   5.09		 87.49   	-218.72		
 -0.14   	  -5.09		 86.61   	-254.32		
 -0.16   	   0.00		 85.59   	-325.53		
 -0.16   	   0.00		 84.29   	-396.74		
 -0.16   	   0.00		 82.71   	-437.43		
 -0.16   	   5.09		 80.96   	-457.78		
 -0.14   	   0.00		 79.12   	-467.95		
 -0.14   	  -5.09		 77.25   	-513.73		
 -0.16   	   0.00		 75.20   	-564.60		
 -0.16   	   5.09		 72.94   	-574.77		
 -0.14   	   0.00		 70.64   	-595.11		
 -0.14   	  -5.09		 68.26   	-686.67		
 -0.16   	   0.00		 65.51   	-829.09		
 -0.16   	   5.09		 62.20   	-961.34		
 -0.14   	   0.00		 58.35   	-1017.29		
 -0.14   	  -5.09		 54.28   	-1017.29		
 -0.16   	   0.00		 50.21   	-971.51		
 -0.16   	   5.09		 46.33   	-905.39		
 -0.14   	   0.00		 42.71   	-829.09		
 -0.14   	  -5.09		 39.39   	-752.79		
 -0.16   	   0.00		 36.38   	-707.02		
 -0.16   	   0.00		 33.55   	-630.72		
 -0.16   	   5.09		 31.03   	-549.34		
 -0.14   	  -5.09		 28.83   	-483.21		
 -0.16   	   0.00		 26.90   	-473.04		
 -0.16   	   5.09		 25.00   	-478.13		
 -0.14   	   0.00		 23.09   	-478.13		
 -0.14   	  -5.09		 21.18   	-452.69		
 -0.16   	   0.00		 19.37   	-412.00		
 -0.16   	   0.00		 17.72   	-366.22		
 -0.16   	   0.00		 16.26   	-350.97		
 -0.16   	   5.09		 14.85   	-325.53		
 -0.14   	  -5.09		 13.55   	-254.32		
 -0.16   	   0.00		 12.53   	-147.51		
 -0.16   	   5.09		 11.94   	 -66.12		
 -0.14   	   0.00		 11.68   	   0.00		
 -0.14   	   0.00		 11.68   	  20.35		
 -0.14   	   0.00		 11.76   	  15.26		
 -0.14   	   0.00		 11.82   	   0.00		
 -0.14   	   0.00		 11.82   	 -15.26		
 -0.14   	  -5.09		 11.76   	 -15.26		
 -0.16   	   5.09		 11.70   	 -40.69		
 -0.14   	   0.00		 11.54   	 -61.04		
 -0.14   	   0.00		 11.29   	 -71.21		
 -0.14   	  -5.09		 11.01   	 -66.12		
 -0.16   	   5.09		 10.74   	 -50.86		
 -0.14   	   0.00		 10.54   	 -15.26		
 -0.14   	   0.00		 10.48(D)	  20.35		
 -0.14   	  -5.09		 10.56   	  50.86		
 -0.16   	   0.00		 10.76   	  66.12		
 -0.16   	   5.09		 11.03   	  55.95		
 -0.14   	   0.00		 11.25   	  30.52		
 -0.14   	   0.00		 11.37   	  25.43		
 -0.14   	  -5.09		 11.48   	  20.35		
 -0.16   	   5.09		 11.56   	  25.43		
 -0.14   	   0.00		 11.66   	  20.35		
 -0.14   	   0.00		 11.74   	  10.17		
 -0.14   	   0.00		 11.78   	  20.35		
 -0.14   	   0.00		 11.86   	  45.78		
 -0.14   	   0.00		 12.04   	  55.95		
 -0.14   	   0.00		 12.27   	  55.95		
 -0.14   	   0.00		 12.49   	  55.95		
 -0.14   	   0.00		 12.72   	  66.12		
 -0.14   	   0.00		 12.98   	  66.12		
 -0.14   	   0.00		 13.25   	  71.21		
 -0.14   	   0.00		 13.53   	  61.04		
 -0.14   	   0.00		 13.77   	  61.04		
 -0.14   	   0.00		 14.02   	  71.21		
 -0.14   	   0.00		 14.30   	  61.04		
 -0.14   	   0.00		 14.55   	  45.78		
 -0.14   	   0.00		 14.73   	  10.17		
 -0.14   	   5.09		 14.77   	 -25.43		
 -0.12   	  -5.09		 14.67   	 -55.95		
 -0.14   	  -5.09		 14.45   	 -71.21		
 -0.16   	   0.00		 14.16   	 -66.12		
 -0.16   	   5.09		 13.90   	 -40.69		
 -0.14   	   0.00		 13.73(E)	   0.00		
 -0.14   	   0.00		 13.73   	  30.52		
 -0.14   	   0.00		 13.86   	  81.38		
 -0.14   	   0.00		 14.18   	 132.25		
 -0.14   	   0.00		 14.71   	 198.37		
 -0.14   	   0.00		 15.50   	 249.24		
 -0.14   	   0.00		 16.50   	 274.67		
 -0.14   	   5.09		 17.60   	 254.32		
 -0.12   	  -5.09		 18.62   	 274.67		
 -0.14   	  -5.09		 19.72   	 330.62		
 -0.16   	   5.09		 21.04   	 381.48		
 -0.14   	   5.09		 22.56   	 442.52		
 -0.12   	  -5.09		 24.33   	 579.86		
 -0.14   	  -5.09		 26.65   	 727.36		
 -0.16   	   0.00		 29.56   	 813.83		
 -0.16   	   5.09		 32.82   	 844.35		
 -0.14   	   0.00		 36.20   	 844.35		
 -0.14   	   0.00		 39.57   	 813.83		
 -0.14   	  -5.09		 42.83   	 752.79		
 -0.16   	   5.09		 45.84   	 686.67		
 -0.14   	   0.00		 48.59   	 610.37		
 -0.14   	   0.00		 51.03   	 518.82		
 -0.14   	   0.00		 53.10   	 427.26		
 -0.14   	   5.09		 54.81   	 340.79		
 -0.12   	   0.00		 56.17   	 254.32		
 -0.12   	  -5.09		 57.19   	 193.29		
 -0.14   	   0.00		 57.97   	 172.94		
 -0.14   	   0.00		 58.66   	 178.03		
 -0.14   	   0.00		 59.37   	 203.46		
 -0.14   	   0.00		 60.18   	 233.98		
 -0.14   	   0.00		 61.12   	 274.67		
 -0.14   	   0.00		 62.22   	 432.35		
 -0.14   	   0.00		 63.95   	 473.04		
 -0.14   	   0.00		 65.84   	 457.78		
 -0.14   	   0.00		 67.67   	 427.26		
 -0.14   	   0.00		 69.38   	 396.74		
 -0.14   	   0.00		 70.97   	 381.48		
 -0.14   	   0.00		 72.49   	 376.40		
 -0.14   	   0.00		 74.00   	 350.97		
 -0.14   	   0.00		 75.40   	 310.27		
 -0.14   	   0.00		 76.64   	 254.32		
 -0.14   	   0.00		 77.66   	 239.06		
 -0.14   	   0.00		 78.62   	 239.06		
 -0.14   	   5.09		 79.57   	 264.50		
 -0.12   	   0.00		 80.63   	 274.67		
 -0.12   	  -5.09		 81.73   	 289.93		
 -0.14   	   0.00		 82.89   	 300.10		
 -0.14   	   0.00		 84.09   	 315.36		
 -0.14   	   0.00		 85.35   	 325.53		
 -0.14   	   0.00		 86.65   	 315.36		
 -0.14   	   0.00		 87.91   	 295.01		
 -0.14   	   0.00		 89.09   	 259.41		
 -0.14   	   5.09		 90.13   	 218.72		
 -0.12   	  -5.09		 91.01   	 178.03		
 -0.14   	   0.00		 91.72   	 162.77		
 -0.14   	   5.09		 92.37   	 137.33		
 -0.12   	   0.00		 92.92   	  91.56		
 -0.12   	  -5.09		 93.29   	  45.78		
 -0.14   	   0.00		 93.47(S)	   0.00		
 -0.14   	   0.00		 93.47   	 -35.61		
 -0.14   	   5.09		 93.33   	 -91.56		
 -0.12   	  -5.09		 92.96   	-122.07		
