WITTCASE NUMBER: HA002206
SAMPLE NUMBER:   22
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec

------------------------- Begin Data -------------------------
  MPA     	  MPA'		  LV     	  LV'		
 27.79   	  -5.09		 79.02   	 -81.38		
 27.77   	 -15.26		 78.70   	 -81.38		
 27.71   	 -10.17		 78.37   	 -91.56		
 27.67   	 -10.17		 78.01   	-106.82		
 27.63   	 -20.35		 77.58   	-111.90		
 27.55   	 -20.35		 77.13   	-122.07		
 27.47   	 -15.26		 76.64   	-137.33		
 27.41   	 -15.26		 76.09   	-157.68		
 27.34   	 -15.26		 75.46   	-183.11		
 27.28   	 -20.35		 74.73   	-208.54		
 27.20   	 -20.35		 73.90   	-254.32		
 27.12   	 -25.43		 72.88   	-310.27		
 27.02   	 -35.61		 71.64   	-381.48		
 26.88   	 -40.69		 70.11   	-452.69		
 26.71   	 -50.86		 68.30   	-528.99		
 26.51   	 -66.12		 66.18   	-615.46		
 26.25   	 -86.47		 63.72   	-727.36		
 25.90   	-106.82		 60.81   	-895.22		
 25.47   	-122.07		 57.23   	-991.86		
 24.98   	-142.42		 53.27   	-961.34		
 24.41   	-152.59		 49.42   	-940.99		
 23.80   	-137.33		 45.66   	-966.43		
 23.26   	 -81.38		 41.79   	-935.91		
 22.93   	 -50.86		 38.05   	-844.35		
 22.73   	 -10.17		 34.67   	-737.54		
 22.69   	  30.52		 31.72   	-651.07		
 22.81   	  66.12		 29.11   	-579.86		
 23.07   	  86.47		 26.80   	-488.30		
 23.42   	 106.82		 24.84   	-427.26		
 23.85   	 132.25		 23.13   	-376.40		
 24.37   	 132.25		 21.63   	-350.97		
 24.90   	 116.99		 20.22   	-330.62		
 25.37   	  91.56		 18.90   	-315.36		
 25.74   	  91.56		 17.64   	-310.27		
 26.10   	  86.47		 16.40   	-305.19		
 26.45   	  76.30		 15.18   	-295.01		
 26.75   	  50.86		 14.00   	-289.93		
 26.96   	  30.52		 12.84   	-284.84		
 27.08   	  25.43		 11.70   	-259.41		
 27.18   	  25.43		 10.66   	-228.89		
 27.28   	   0.00		  9.75   	-188.20		
 27.28   	 -45.78		  8.99   	-142.42		
 27.10   	 -45.78		  8.42   	 -96.64		
 26.92   	 -35.61		  8.04   	 -66.12		
 26.78   	 -76.30		  7.77   	 -35.61		
 26.47   	-106.82		  7.63   	 -10.17		
 26.04   	 -91.56		  7.59(D)	  15.26		
 25.68   	 -86.47		  7.65   	  35.61		
 25.33   	 -96.64		  7.79   	  30.52		
 24.94   	 -86.47		  7.91   	  35.61		
 24.60   	 -96.64		  8.06   	  71.21		
 24.21   	-111.90		  8.34   	  76.30		
 23.76   	 -96.64		  8.65   	  61.04		
 23.38   	 -76.30		  8.89   	  61.04		
 23.07   	 -66.12		  9.14   	  66.12		
 22.81   	 -55.95		  9.40   	  66.12		
 22.58   	 -50.86		  9.66   	  50.86		
 22.38   	 -40.69		  9.87   	  45.78		
 22.22   	 -35.61		 10.05   	  40.69		
 22.08   	 -25.43		 10.21   	  30.52		
 21.97   	 -30.52		 10.34   	  10.17		
 21.85   	 -35.61		 10.38   	  10.17		
 21.71   	 -45.78		 10.42   	  10.17		
 21.53   	 -50.86		 10.46   	  20.35		
 21.32   	 -50.86		 10.54   	  25.43		
 21.12   	 -35.61		 10.64   	  25.43		
 20.98   	 -25.43		 10.74   	  30.52		
 20.87   	 -35.61		 10.86   	  30.52		
 20.73   	 -40.69		 10.99   	  35.61		
 20.57   	 -30.52		 11.13   	  40.69		
 20.45   	 -30.52		 11.29   	  35.61		
 20.33   	 -45.78		 11.43   	  45.78		
 20.14   	 -45.78		 11.62   	  40.69		
 19.96   	 -40.69		 11.78   	  40.69		
 19.80   	 -45.78		 11.94   	  35.61		
 19.61   	 -55.95		 12.09   	  40.69		
 19.39   	 -50.86		 12.25   	  45.78		
 19.19   	 -40.69		 12.43   	  45.78		
 19.02   	 -35.61		 12.61   	  45.78		
 18.88   	 -30.52		 12.80   	  40.69		
 18.76   	 -20.35		 12.96   	  40.69		
 18.68   	 -20.35		 13.12   	  35.61		
 18.60   	 -20.35		 13.27   	  30.52		
 18.51   	 -20.35		 13.39   	  30.52		
 18.43   	 -20.35		 13.51   	  30.52		
 18.35   	 -25.43		 13.63   	  15.26		
 18.25   	 -25.43		 13.69   	  20.35		
 18.15   	 -25.43		 13.77   	  15.26		
 18.05   	 -30.52		 13.84   	  15.26		
 17.92   	 -30.52		 13.90   	  20.35		
 17.80   	 -35.61		 13.98   	  20.35		
 17.66   	 -40.69		 14.06   	  20.35		
 17.50   	 -35.61		 14.14   	  25.43		
 17.35   	 -35.61		 14.24   	  20.35		
 17.21   	 -35.61		 14.32   	  20.35		
 17.07   	 -35.61		 14.40   	  20.35		
 16.93   	 -25.43		 14.49   	  20.35		
 16.83   	 -20.35		 14.57   	  25.43		
 16.74   	 -15.26		 14.67   	  15.26		
 16.68   	 -15.26		 14.73   	  15.26		
 16.62   	  -5.09		 14.79   	  15.26		
 16.60   	   0.00		 14.85   	  20.35		
 16.60   	   0.00		 14.93   	  15.26		
 16.60   	   0.00		 14.99   	  20.35		
 16.60   	   0.00		 15.08   	  20.35		
 16.60   	   5.09		 15.16   	  15.26		
 16.62   	  10.17		 15.22   	  15.26		
 16.66   	  15.26		 15.28   	  10.17		
 16.72   	  10.17		 15.32   	  20.35		
 16.76   	  15.26		 15.40   	  20.35		
 16.83   	  10.17		 15.48   	  25.43		
 16.87   	   5.09		 15.58   	  25.43		
 16.89   	   0.00		 15.69   	  25.43		
 16.89   	 -10.17		 15.79   	  20.35		
 16.85   	 -15.26		 15.87   	  25.43		
 16.79   	 -20.35		 15.97   	  30.52		
 16.70   	 -25.43		 16.09   	  25.43		
 16.60   	 -30.52		 16.20(E)	  25.43		
 16.48   	 -30.52		 16.30   	  20.35		
 16.36   	 -25.43		 16.38   	  15.26		
 16.26   	 -25.43		 16.44   	  20.35		
 16.15   	 -20.35		 16.52   	  20.35		
 16.07   	 -20.35		 16.60   	  25.43		
 15.99   	 -15.26		 16.70   	  35.61		
 15.93   	 -10.17		 16.85   	  45.78		
 15.89   	  -5.09		 17.03   	  71.21		
 15.87(D)	   0.00		 17.31   	  96.64		
 15.87   	  10.17		 17.70   	 137.33		
 15.91   	  15.26		 18.25   	 178.03		
 15.97   	  30.52		 18.96   	 218.72		
 16.09   	  45.78		 19.84   	 259.41		
 16.28   	  66.12		 20.87   	 295.01		
 16.54   	  96.64		 22.05   	 330.62		
 16.93   	 127.16		 23.38   	 391.66		
 17.44   	 157.68		 24.94   	 488.30		
 18.07   	 183.11		 26.90   	 600.20		
 18.80   	 188.20		 29.30   	 696.84		
 19.55   	 152.59		 32.09   	 752.79		
 20.16   	 116.99		 35.10   	 793.49		
 20.63   	 122.07		 38.27   	 798.57		
 21.12   	 111.90		 41.46   	 788.40		
 21.57   	  61.04		 44.62   	 803.66		
 21.81   	  76.30		 47.83   	 757.88		
 22.12   	  91.56		 50.86   	 707.02		
 22.48   	  91.56		 53.69   	 640.89		
 22.85   	 106.82		 56.26   	 595.11		
 23.28   	 122.07		 58.64   	 590.03		
 23.76   	 127.16		 61.00   	 564.60		
 24.27   	 132.25		 63.26   	 508.65		
 24.80   	 137.33		 65.29   	 473.04		
 25.35   	 132.25		 67.18   	 457.78		
 25.88   	 122.07		 69.01   	 401.83		
 26.37   	 106.82		 70.62   	 335.71		
 26.80   	  91.56		 71.96   	 295.01		
 27.16   	  81.38		 73.14   	 279.75		
 27.49   	  61.04		 74.26   	 239.06		
 27.73   	  40.69		 75.22   	 213.63		
 27.89   	  30.52		 76.07   	 208.54		
 28.02   	  10.17		 76.91   	 208.54		
 28.06   	 -10.17		 77.74   	 203.46		
 28.02   	 -15.26		 78.56   	 198.37		
 27.96   	 -10.17		 79.35   	 193.29		
 27.91   	 -10.17		 80.12   	 188.20		
 27.87   	   5.09		 80.87   	 167.85		
 27.89   	  25.43		 81.55   	 147.51		
 28.00   	  30.52		 82.14   	 132.25		
 28.12   	  30.52		 82.66   	 122.07		
 28.24   	  35.61		 83.15   	  91.56		
 28.38   	  61.04		 83.52   	  55.95		
 28.63   	  66.12		 83.74   	  35.61		
 28.89   	  55.95		 83.89   	  30.52		
 29.11   	  45.78		 84.01   	  20.35		
 29.30   	  45.78		 84.09   	  15.26		
 29.48   	  35.61		 84.15   	   5.09		
 29.62   	  35.61		 84.17   	   5.09		
 29.77   	  20.35		 84.19(S)	  -5.09		
 29.85   	   5.09		 84.17   	 -20.35		
 29.87(S)	   0.00		 84.09   	 -15.26		
 29.87   	   0.00		 84.03   	 -15.26		
 29.87   	 -10.17		 83.97   	 -25.43		
 29.83   	   0.00		 83.87   	 -25.43		
 29.83   	   5.09		 83.76   	 -20.35		
 29.85   	   0.00		 83.68   	 -20.35		
 29.85   	   0.00		 83.60   	 -35.61		
 29.85   	   0.00		 83.46   	 -35.61		
 29.85   	   0.00		 83.32   	 -15.26		
 29.85   	   5.09		 83.26   	 -15.26		
 29.87   	  -5.09		 83.19   	 -30.52		
 29.85   	   0.00		 83.07   	 -30.52		
 29.85   	   0.00		 82.95   	 -40.69		
 29.85   	  -5.09		 82.79   	 -55.95		
 29.83   	  -5.09		 82.56   	 -50.86		
 29.81   	 -10.17		 82.36   	 -35.61		
 29.77   	  -5.09		 82.22   	 -40.69		
 29.75   	  -5.09		 82.05   	 -66.12		
 29.73   	 -15.26		 81.79   	 -66.12		
 29.66   	 -30.52		 81.53   	 -66.12		
 29.54   	 -30.52		 81.26   	 -91.56		
 29.42   	 -40.69		 80.89   	 -86.47		
 29.26   	 -40.69		 80.55   	 -81.38		
 29.09   	 -45.78		 80.22   	 -86.47		
 28.91   	 -40.69		 79.88   	 -96.64		
 28.75   	 -25.43		 79.49   	-106.82		
 28.65   	 -25.43		 79.06   	-111.90		
 28.55   	 -20.35		 78.62   	-116.99		
 28.46   	  -5.09		 78.15   	-132.25		
 28.44   	   5.09		 77.62   	-137.33		
 28.46   	   5.09		 77.07   	-147.51		
 28.48   	   0.00		 76.48   	-167.85		
 28.48   	   0.00		 75.81   	-208.54		
 28.48   	 -10.17		 74.97   	-269.58		
 28.44   	 -20.35		 73.90   	-315.36		
 28.36   	 -35.61		 72.63   	-371.31		
 28.22   	 -45.78		 71.15   	-447.61		
 28.04   	 -61.04		 69.36   	-528.99		
 27.79   	 -76.30		 67.24   	-615.46		
 27.49   	-101.73		 64.78   	-727.36		
 27.08   	-122.07		 61.87   	-890.13		
 26.59   	-142.42		 58.31   	-986.77		
 26.02   	-157.68		 54.36   	-946.08		
 25.39   	-172.94		 50.58   	-890.13		
 24.70   	-162.77		 47.02   	-915.56		
 24.05   	-127.16		 43.36   	-900.30		
 23.54   	 -91.56		 39.76   	-829.09		
 23.17   	 -50.86		 36.44   	-727.36		
 22.97   	  -5.09		 33.53   	-651.07		
 22.95   	  50.86		 30.93   	-579.86		
 23.15   	  81.38		 28.61   	-498.47		
 23.48   	 101.73		 26.61   	-437.43		
 23.89   	 111.90		 24.86   	-396.74		
 24.33   	 132.25		 23.28   	-366.22		
 24.86   	 137.33		 21.81   	-350.97		
 25.41   	 127.16		 20.41   	-330.62		
 25.92   	 116.99		 19.08   	-310.27		
 26.39   	  96.64		 17.84   	-305.19		
 26.78   	  86.47		 16.62   	-300.10		
 27.12   	  76.30		 15.42   	-289.93		
 27.43   	  55.95		 14.26   	-284.84		
 27.65   	  25.43		 13.12   	-259.41		
 27.75   	   0.00		 12.09   	-228.89		
 27.75   	  -5.09		 11.17   	-193.29		
 27.73   	 -20.35		 10.40   	-162.77		
 27.65   	 -55.95		  9.75   	-116.99		
 27.43   	 -66.12		  9.28   	 -71.21		
 27.16   	 -66.12		  8.99   	 -55.95		
 26.90   	 -86.47		  8.77   	 -30.52		
 26.55   	-101.73		  8.65   	  -5.09		
 26.14   	 -96.64		  8.63(D)	  20.35		
 25.76   	 -86.47		  8.71   	  25.43		
 25.41   	 -76.30		  8.81   	  15.26		
 25.11   	 -86.47		  8.87   	  30.52		
 24.76   	 -96.64		  8.99   	  50.86		
 24.37   	 -66.12		  9.20   	  55.95		
 24.11   	 -35.61		  9.42   	  61.04		
 23.97   	 -45.78		  9.66   	  71.21		
 23.78   	 -55.95		  9.95   	  71.21		
 23.56   	 -55.95		 10.23   	  50.86		
 23.34   	 -66.12		 10.44   	  40.69		
 23.07   	 -55.95		 10.60   	  35.61		
 22.85   	 -55.95		 10.74   	  35.61		
 22.62   	 -35.61		 10.89   	  35.61		
 22.48   	 -40.69		 11.03   	  30.52		
 22.32   	 -35.61		 11.15   	  25.43		
 22.18   	 -35.61		 11.25   	  25.43		
 22.03   	 -30.52		 11.35   	  15.26		
 21.91   	 -30.52		 11.41   	  15.26		
 21.79   	 -30.52		 11.48   	  20.35		
 21.67   	 -35.61		 11.56   	  25.43		
 21.53   	 -35.61		 11.66   	  30.52		
 21.38   	 -40.69		 11.78   	  35.61		
 21.22   	 -35.61		 11.92   	  25.43		
 21.08   	 -30.52		 12.02   	  30.52		
 20.96   	 -30.52		 12.15   	  25.43		
 20.83   	 -40.69		 12.25   	  30.52		
 20.67   	 -45.78		 12.37   	  30.52		
 20.49   	 -45.78		 12.49   	  35.61		
 20.31   	 -35.61		 12.63   	  35.61		
 20.16   	 -50.86		 12.78   	  35.61		
 19.96   	 -50.86		 12.92   	  30.52		
 19.76   	 -40.69		 13.04   	  35.61		
 19.59   	 -40.69		 13.18   	  35.61		
 19.43   	 -40.69		 13.33   	  35.61		
 19.27   	 -35.61		 13.47   	  35.61		
 19.13   	 -30.52		 13.61   	  25.43		
 19.00   	 -35.61		 13.71   	  25.43		
 18.86   	 -35.61		 13.81   	  20.35		
 18.72   	 -35.61		 13.90   	  20.35		
 18.58   	 -35.61		 13.98   	  25.43		
 18.43   	 -35.61		 14.08   	  20.35		
 18.29   	 -30.52		 14.16   	  20.35		
 18.17   	 -30.52		 14.24   	  15.26		
 18.05   	 -25.43		 14.30   	  10.17		
 17.94   	 -25.43		 14.34   	  15.26		
 17.84   	 -25.43		 14.40   	  15.26		
 17.74   	 -20.35		 14.47   	  10.17		
 17.66   	 -25.43		 14.51   	  15.26		
 17.56   	 -20.35		 14.57   	  10.17		
 17.48   	 -20.35		 14.61   	  15.26		
 17.40   	 -20.35		 14.67   	  10.17		
 17.31   	 -20.35		 14.71   	  20.35		
 17.23   	 -15.26		 14.79   	  15.26		
 17.17   	 -20.35		 14.85   	  15.26		
 17.09   	 -15.26		 14.91   	  15.26		
 17.03   	 -15.26		 14.97   	  15.26		
 16.97   	 -15.26		 15.04   	  20.35		
 16.91   	 -10.17		 15.12   	  15.26		
 16.87   	 -20.35		 15.18   	  15.26		
 16.79   	 -10.17		 15.24   	  20.35		
 16.74   	 -20.35		 15.32   	  15.26		
 16.66   	 -15.26		 15.38   	  15.26		
 16.60   	 -20.35		 15.44   	  15.26		
 16.52   	 -20.35		 15.50   	  15.26		
 16.44   	 -15.26		 15.56   	  20.35		
 16.38   	 -15.26		 15.65   	  20.35		
 16.32   	 -15.26		 15.73   	  20.35		
 16.26   	 -15.26		 15.81(E)	  10.17		
 16.20   	 -15.26		 15.85   	  15.26		
 16.13   	 -20.35		 15.91   	  15.26		
 16.05   	 -20.35		 15.97   	  15.26		
 15.97   	 -20.35		 16.03   	  20.35		
 15.89   	 -20.35		 16.11   	  15.26		
 15.81   	 -20.35		 16.17   	  30.52		
 15.73   	 -20.35		 16.30   	  40.69		
 15.65   	 -20.35		 16.46   	  71.21		
 15.56   	 -15.26		 16.74   	 111.90		
 15.50   	 -10.17		 17.19   	 147.51		
 15.46(D)	   5.09		 17.78   	 188.20		
 15.48   	  15.26		 18.54   	 218.72		
 15.54   	  35.61		 19.41   	 254.32		
 15.69   	  61.04		 20.43   	 305.19		
 15.93   	  86.47		 21.65   	 340.79		
 16.28   	 116.99		 23.01   	 417.09		
 16.74   	 147.51		 24.68   	 534.08		
 17.33   	 178.03		 26.82   	 640.89		
 18.05   	 183.11		 29.38   	 707.02		
 18.78   	 137.33		 32.21   	 762.97		
 19.33   	 132.25		 35.26   	 793.49		
 19.86   	 147.51		 38.43   	 808.75		
 20.45   	 111.90		 41.67   	 803.66		
 20.90   	  50.86		 44.88   	 768.05		
 21.10   	  91.56		 47.96   	 727.36		
 21.46   	  81.38		 50.86   	 676.50		
 21.79   	  81.38		 53.57   	 651.07		
 22.12   	  91.56		 56.17   	 615.46		
 22.48   	 111.90		 58.64   	 584.94		
 22.93   	 116.99		 60.98   	 554.42		
 23.40   	 116.99		 63.19   	 488.30		
 23.87   	 122.07		 65.15   	 437.43		
 24.35   	 111.90		 66.90   	 417.09		
 24.80   	 101.73		 68.57   	 391.66		
 25.21   	  91.56		 70.13   	 340.79		
 25.57   	  86.47		 71.50   	 310.27		
 25.92   	  66.12		 72.74   	 284.84		
 26.19   	  45.78		 73.88   	 259.41		
 26.37   	  30.52		 74.91   	 228.89		
 26.49   	  25.43		 75.83   	 218.72		
 26.59   	  15.26		 76.70   	 208.54		
 26.65   	   0.00		 77.54   	 203.46		
 26.65   	  -5.09		 78.35   	 188.20		
 26.63   	  -5.09		 79.10   	 178.03		
 26.61   	  15.26		 79.82   	 162.77		
 26.67   	  30.52		 80.47   	 147.51		
 26.80   	  20.35		 81.06   	 137.33		
 26.88   	  30.52		 81.61   	 116.99		
 27.00   	  45.78		 82.07   	 101.73		
 27.18   	  55.95		 82.48   	  81.38		
 27.41   	  40.69		 82.81   	  71.21		
 27.57   	  40.69		 83.09   	  45.78		
 27.73   	  35.61		 83.28   	  25.43		
 27.87   	  40.69		 83.38   	  20.35		
 28.04   	  30.52		 83.46   	  20.35		
 28.16   	  25.43		 83.54   	  10.17		
 28.26   	  15.26		 83.58(S)	  -5.09		
 28.32   	  10.17		 83.56   	 -15.26		
 28.36(S)	  -5.09		 83.50   	 -15.26		
 28.34   	   0.00		 83.44   	 -15.26		
 28.34   	 -10.17		 83.38   	 -25.43		
 28.30   	  -5.09		 83.28   	 -30.52		
 28.28   	 -10.17		 83.15   	 -30.52		
 28.24   	 -10.17		 83.03   	 -20.35		
 28.20   	  -5.09		 82.95   	 -35.61		
 28.18   	  -5.09		 82.81   	 -35.61		
 28.16   	 -10.17		 82.66   	 -20.35		
 28.12   	 -15.26		 82.58   	 -15.26		
 28.06   	 -10.17		 82.52   	 -20.35		
 28.02   	  -5.09		 82.44   	 -25.43		
 28.00   	   0.00		 82.34   	 -25.43		
 28.00   	   0.00		 82.24   	 -35.61		
 28.00   	   5.09		 82.10   	 -45.78		
 28.02   	  -5.09		 81.91   	 -45.78		
 28.00   	  -5.09		 81.73   	 -55.95		
 27.98   	  -5.09		 81.51   	 -61.04		
 27.96   	  -5.09		 81.26   	 -66.12		
 27.93   	 -20.35		 81.00   	 -71.21		
 27.85   	 -30.52		 80.71   	 -86.47		
 27.73   	 -35.61		 80.37   	 -81.38		
 27.59   	 -40.69		 80.04   	 -76.30		
 27.43   	 -40.69		 79.74   	 -81.38		
 27.26   	 -35.61		 79.41   	-101.73		
 27.12   	 -30.52		 79.00   	-101.73		
 27.00   	 -15.26		 78.60   	-106.82		
 26.94   	 -20.35		 78.17   	-111.90		
 26.86   	  -5.09		 77.72   	-127.16		
 26.84   	  -5.09		 77.21   	-132.25		
 26.82   	  -5.09		 76.68   	-147.51		
 26.80   	 -15.26		 76.09   	-172.94		
 26.73   	 -15.26		 75.40   	-213.63		
 26.67   	 -20.35		 74.55   	-244.15		
 26.59   	 -30.52		 73.57   	-284.84		
 26.47   	 -35.61		 72.43   	-350.97		
 26.33   	 -45.78		 71.03   	-437.43		
 26.14   	 -55.95		 69.28   	-518.82		
 25.92   	 -71.21		 67.20   	-605.29		
 25.64   	 -91.56		 64.78   	-701.93		
 25.27   	-111.90		 61.97   	-864.70		
 24.82   	-122.07		 58.51   	-986.77		
 24.33   	-142.42		 54.57   	-966.43		
 23.76   	-162.77		 50.70   	-890.13		
 23.11   	-167.85		 47.14   	-915.56		
 22.44   	-157.68		 43.48   	-935.91		
 21.81   	-116.99		 39.74   	-859.61		
 21.34   	 -71.21		 36.30   	-752.79		
 21.06   	 -30.52		 33.29   	-681.58		
 20.94   	   5.09		 30.56   	-620.55		
 20.96   	  45.78		 28.08   	-544.25		
 21.14   	  76.30		 25.90   	-483.21		
 21.44   	 106.82		 23.97   	-427.26		
 21.87   	 116.99		 22.26   	-396.74		
 22.34   	 116.99		 20.67   	-356.05		
 22.81   	 122.07		 19.25   	-330.62		
 23.30   	 122.07		 17.92   	-325.53		
 23.78   	 106.82		 16.62   	-325.53		
 24.21   	  96.64		 15.32   	-310.27		
 24.60   	  86.47		 14.08   	-284.84		
 24.94   	  61.04		 12.94   	-274.67		
 25.19   	  50.86		 11.84   	-254.32		
 25.39   	  35.61		 10.82   	-233.98		
 25.53   	  15.26		  9.89   	-213.63		
 25.60   	 -15.26		  9.03   	-183.11		
 25.53   	 -25.43		  8.30   	-142.42		
 25.43   	 -40.69		  7.73   	 -96.64		
 25.27   	 -66.12		  7.34   	 -61.04		
 25.00   	 -76.30		  7.10   	 -35.61		
 24.70   	 -81.38		  6.96   	 -20.35		
 24.37   	 -86.47		  6.88(D)	   0.00		
 24.03   	-111.90		  6.88   	  20.35		
 23.58   	-132.25		  6.96   	  35.61		
 23.05   	-106.82		  7.10   	  25.43		
 22.62   	 -86.47		  7.20   	  40.69		
 22.28   	 -81.38		  7.37   	  66.12		
 21.95   	 -76.30		  7.63   	  66.12		
 21.65   	 -71.21		  7.89   	  55.95		
 21.36   	 -86.47		  8.12   	  45.78		
 21.02   	 -86.47		  8.30   	  45.78		
 20.67   	 -40.69		  8.48   	  40.69		
 20.51   	 -15.26		  8.65   	  40.69		
 20.45   	 -20.35		  8.81   	  35.61		
 20.37   	 -35.61		  8.95   	  30.52		
 20.22   	 -45.78		  9.07   	  20.35		
 20.04   	 -30.52		  9.16   	  20.35		
 19.92   	 -35.61		  9.24   	  25.43		
 19.78   	 -45.78		  9.34   	  30.52		
 19.59   	 -45.78		  9.46   	  25.43		
 19.41   	 -45.78		  9.56   	  25.43		
 19.23   	 -61.04		  9.66   	  25.43		
 18.98   	 -66.12		  9.77   	  20.35		
 18.72   	 -61.04		  9.85   	  20.35		
 18.47   	 -45.78		  9.93   	  25.43		
 18.29   	 -45.78		 10.03   	  25.43		
 18.11   	 -45.78		 10.13   	  30.52		
 17.92   	 -45.78		 10.25   	  30.52		
 17.74   	 -30.52		 10.38   	  25.43		
 17.62   	 -25.43		 10.48   	  30.52		
 17.52   	 -35.61		 10.60   	  30.52		
 17.38   	 -45.78		 10.72   	  35.61		
 17.19   	 -40.69		 10.86   	  35.61		
 17.03   	 -45.78		 11.01   	  40.69		
 16.85   	 -50.86		 11.17   	  40.69		
 16.64   	 -45.78		 11.33   	  30.52		
 16.46   	 -45.78		 11.45   	  30.52		
 16.28   	 -40.69		 11.58   	  25.43		
 16.11   	 -40.69		 11.68   	  20.35		
 15.95   	 -35.61		 11.76   	  20.35		
 15.81   	 -40.69		 11.84   	  25.43		
 15.65   	 -30.52		 11.94   	  20.35		
 15.52   	 -30.52		 12.02   	  15.26		
 15.40   	 -30.52		 12.09   	  10.17		
 15.28   	 -25.43		 12.13   	  15.26		
 15.18   	 -25.43		 12.19   	  20.35		
 15.08   	 -20.35		 12.27   	  15.26		
 14.99   	 -20.35		 12.33   	  20.35		
 14.91   	 -20.35		 12.41   	  20.35		
 14.83   	 -20.35		 12.49   	  20.35		
 14.75   	 -20.35		 12.57   	  15.26		
 14.67   	 -25.43		 12.63   	  20.35		
 14.57   	 -20.35		 12.72   	  20.35		
 14.49   	 -20.35		 12.80   	  20.35		
 14.40   	 -15.26		 12.88   	  20.35		
 14.34   	 -15.26		 12.96   	  15.26		
 14.28   	 -10.17		 13.02   	  20.35		
 14.24   	  -5.09		 13.10   	  15.26		
 14.22   	  -5.09		 13.16   	  10.17		
 14.20(D)	   0.00		 13.20   	  15.26		
 14.20   	   5.09		 13.27   	  10.17		
 14.22   	   5.09		 13.31   	  15.26		
 14.24   	   5.09		 13.37   	  10.17		
 14.26   	   0.00		 13.41   	   5.09		
 14.26   	   0.00		 13.43   	  10.17		
 14.26   	  10.17		 13.47   	  20.35		
 14.30   	   5.09		 13.55   	  25.43		
 14.32   	   0.00		 13.65   	  25.43		
 14.32   	  10.17		 13.75   	  20.35		
 14.36   	   5.09		 13.84(E)	  15.26		
 14.38   	   5.09		 13.90   	  10.17		
 14.40   	   5.09		 13.94   	  10.17		
 14.43   	   5.09		 13.98   	  10.17		
 14.45   	  10.17		 14.02   	  15.26		
 14.49   	   5.09		 14.08   	  25.43		
 14.51   	   0.00		 14.18   	  30.52		
 14.51   	   5.09		 14.30   	  45.78		
 14.53   	   0.00		 14.49   	  81.38		
 14.53   	   0.00		 14.81   	 106.82		
 14.53   	   5.09		 15.24   	 142.42		
 14.55   	  10.17		 15.81   	 178.03		
 14.59   	  20.35		 16.52   	 208.54		
 14.67   	  35.61		 17.35   	 244.15		
 14.81   	  45.78		 18.33   	 279.75		
 14.99   	  71.21		 19.45   	 310.27		
 15.28   	 111.90		 20.69   	 366.22		
 15.73   	 152.59		 22.16   	 483.21		
 16.34   	 208.54		 24.09   	 605.29		
 17.17   	 254.32		 26.51   	 691.76		
 18.19   	 233.98		 29.28   	 752.79		
 19.13   	 162.77		 32.29   	 798.57		
 19.78   	 101.73		 35.48   	 818.92		
 20.18   	  50.86		 38.76   	 808.75		
 20.39   	  40.69		 41.99   	 839.26		
 20.55   	  45.78		 45.35   	 742.62		
 20.73   	  40.69		 48.32   	 666.32		
 20.90   	  55.95		 50.99   	 640.89		
 21.12   	  76.30		 53.55   	 615.46		
 21.42   	  91.56		 56.01   	 584.94		
 21.79   	  96.64		 58.35   	 559.51		
 22.18   	 111.90		 60.59   	 528.99		
 22.62   	 111.90		 62.71   	 457.78		
 23.07   	 106.82		 64.54   	 412.00		
 23.50   	 101.73		 66.18   	 412.00		
 23.91   	  86.47		 67.83   	 381.48		
 24.25   	  76.30		 69.36   	 325.53		
 24.56   	  71.21		 70.66   	 300.10		
 24.84   	  50.86		 71.86   	 289.93		
 25.05   	  40.69		 73.02   	 264.50		
 25.21   	  30.52		 74.08   	 239.06		
 25.33   	  10.17		 75.04   	 233.98		
 25.37   	  10.17		 75.97   	 223.80		
 25.41   	  10.17		 76.87   	 198.37		
 25.45   	   0.00		 77.66   	 178.03		
 25.45   	  15.26		 78.37   	 162.77		
 25.51   	  25.43		 79.02   	 142.42		
 25.62   	  50.86		 79.59   	 132.25		
 25.82   	  50.86		 80.12   	 111.90		
 26.02   	  45.78		 80.57   	  96.64		
 26.21   	  35.61		 80.96   	  76.30		
 26.35   	  40.69		 81.26   	  55.95		
 26.51   	  50.86		 81.48   	  45.78		
 26.71   	  50.86		 81.67   	  40.69		
 26.92   	  40.69		 81.83   	  30.52		
 27.08   	  25.43		 81.95   	  15.26		
 27.18   	  10.17		 82.01   	   5.09		
 27.22   	   0.00		 82.03(S)	   0.00		
 27.22   	   5.09		 82.03   	 -10.17		
 27.24   	  10.17		 81.99   	 -15.26		
 27.28   	   5.09		 81.93   	 -10.17		
 27.30(S)	  -5.09		 81.89   	 -10.17		
 27.28   	  -5.09		 81.85   	 -15.26		
 27.26   	   0.00		 81.79   	 -30.52		
 27.26   	   0.00		 81.67   	 -35.61		
 27.26   	  -5.09		 81.53   	 -30.52		
 27.24   	 -10.17		 81.40   	 -25.43		
 27.20   	   0.00		 81.30   	 -35.61		
 27.20   	  -5.09		 81.16   	 -40.69		
 27.18   	  -5.09		 81.00   	 -25.43		
 27.16   	 -10.17		 80.89   	 -25.43		
 27.12   	 -10.17		 80.79   	 -50.86		
